date_create;mid;id
"2023-03-02 00:00:00";d2e3dcae357982347ee1287b2b41582c;183095
"2023-03-02 00:00:00";f372d2a08625189be55470b7517fb4e0;183098
"2023-03-02 00:00:00";aa5464df83e9b79301bac78fcdee6ea4;183189
"2023-03-02 00:00:00";05464d1966c6610bf9115c9680aab8e3;183284
"2023-03-03 00:00:00";b7681d92333d038a2f626d962818215d;183667
"2023-03-03 00:00:00";b7681d92333d038a2f626d962818215d;183668
"2023-03-03 00:00:00";b7681d92333d038a2f626d962818215d;183669
"2023-03-03 00:00:00";b7681d92333d038a2f626d962818215d;183670
"2023-03-04 00:00:00";513dcbd8b030447c49d421d83d8f7ff9;183772
"2023-03-04 00:00:00";3685f9cc9591682dc1a465659da0f1aa;183798
"2023-03-04 00:00:00";21e418736de7ec681811293e19788996;183859
"2023-03-05 00:00:00";3f518750210ead37ae779052f6080459;183874
"2023-03-05 00:00:00";1114d34331f1cb42d257ae9fea9e7d8a;183996
"2023-03-06 00:00:00";6821da657c38ef85d1094a4870982328;184022
"2023-03-06 00:00:00";ab98ad681cc77fc61c6f9a24052ee0f8;184043
"2023-03-06 00:00:00";23cdff89921bb4f25fb7f4db873df38e;184083
"2023-03-06 00:00:00";77e12dbb3062859b0ee544b19d15b2e3;184084
"2023-03-06 00:00:00";82c0f0523ed1c7a0231bd0413dd3829a;184243
"2023-03-06 00:00:00";136516b7af8ad3f53f471d8c68e2119b;184279
"2023-03-06 00:00:00";644c902dcc3f508ee7f74a5bff489def;184330
"2023-03-06 00:00:00";f8b37d39944363085713087531cb813a;184362
"2023-03-06 00:00:00";e2b800e682584f1e50684e6c108d3526;184376
"2023-03-06 00:00:00";988e8492541e0d329d90cd6d0586c2ad;184396
"2023-03-07 00:00:00";9462a3f1b03990f64654e9b07e12306d;184538
"2023-03-08 00:00:00";5360faea30eb139479126288ddfa61b1;184707
"2023-03-09 00:00:00";0f83493ab9378172c425a406dc98c170;184819
"2023-03-09 00:00:00";2a7cfd3a0526b40245be962861dabe89;185034
"2023-03-09 00:00:00";b639d8c124b4eb62b33cdebd5da76f67;185067
"2023-03-09 00:00:00";ab875cc85e8799bc8a27f0b0212aaad6;185120
"2023-03-09 00:00:00";4880cd14be1ca592e3e24f17206102c7;185125
"2023-03-02 00:00:00";0ea4560eaeba2ccd407d0ec25e3a4c23;182984
"2023-03-02 00:00:00";c08c348d791152f534eea800b223e110;183053
"2023-03-02 00:00:00";370bbfd3ca5834c71ae558d125d260c4;183055
"2023-03-02 00:00:00";3e851bcc70da0ee99de2b75baf3f7fdf;183080
"2023-03-02 00:00:00";f11fe8d9186c87c333953f85dc832ba8;183219
"2023-03-03 00:00:00";1730b25af4c30742105a0d98c0f1f50b;183394
"2023-03-03 00:00:00";3c4a84843ea83d08ceab01d0b28e521f;183396
"2023-03-03 00:00:00";2b517c155b441789f033abf94bcbd170;183447
"2023-03-03 00:00:00";5883eedf73fa2c29f1c0d783164f1b26;183496
"2023-03-03 00:00:00";90ad3fc966c1c1965022e71618f354ef;183672
"2023-03-05 00:00:00";fc22ac66d10c0b460e21275d51bc92df;183950
"2023-03-05 00:00:00";d563eb105e97b2fdcfb4a09160563197;183952
"2023-03-06 00:00:00";3e8612d3800c89876bf9253cf6c7c8c2;184070
"2023-03-06 00:00:00";205410ff3bac5dda134bc07097a10cf4;184140
"2023-03-07 00:00:00";f165245ba29cf161122c55de0e3799ce;184450
"2023-03-07 00:00:00";8b51b58ae8175ca2242b5663550cfe6a;184467
"2023-03-07 00:00:00";4ed96e4c717e6b85d6fdaba9ce072b84;184528
"2023-03-07 00:00:00";0c6eacbd9dfaab8e9703d0192ec224ca;184566
"2023-03-07 00:00:00";c9cd3114a2fbe99d5af502a571f459c8;184647
"2023-03-08 00:00:00";4ed461506f0959e552bbe06f1b4ffd3b;184772
"2023-03-09 00:00:00";b0062d840328b70d2f9a1470d0dc5915;184828
"2023-03-09 00:00:00";a7a524212bf7da140f1e674e49073d06;184830
"2023-03-09 00:00:00";7a0f6a549dfc30c7c2cdaaca7c04a017;184933
"2023-03-09 00:00:00";4f1d79b8f0a390f6bb33b12e3aa77230;184986
"2023-03-09 00:00:00";10d0720c7cba38bb293105fe8fb6a320;185043
"2023-03-09 00:00:00";8b4dd2cdad55600c5d5a1c2c33fbcf5a;185062
"2023-03-09 00:00:00";9d2f734382ff606ca08edf9be178bee2;185112
"2023-03-09 00:00:00";5cac1b96628120f761b7a9f9615c82ca;185163
"2023-03-02 00:00:00";e0d5709b1016a577de7cb302a170a32c;182993
"2023-03-02 00:00:00";3a0d59bc5efd61038fadb45281dfcece;182994
"2023-03-02 00:00:00";a3a5a47b44d35f7db39798e9f080f1c3;183001
"2023-03-02 00:00:00";4b9749652c850277318d43ef4a1db99d;183011
"2023-03-02 00:00:00";88800ae458cd14222aedb8112bbf5dda;183014
"2023-03-02 00:00:00";56ed1ae07d4222c8bcc608aebdc8134a;183018
"2023-03-02 00:00:00";818a5e32d6399ea2675aa7f3710eb39c;183054
"2023-03-02 00:00:00";a3707e9c31701b02cee620e30b97aa70;183064
"2023-03-02 00:00:00";f8b800cfea23cecec8a699a2f4d21392;183068
"2023-03-02 00:00:00";9b84daf6452a96c8e8b670b9f48f14b4;183087
"2023-03-02 00:00:00";86733312b43b959f1de3ff5fba07ef9d;183090
"2023-03-02 00:00:00";a870d5386ba825a1a571b6de5c08cdf4;183135
"2023-03-02 00:00:00";b01f40d6dff2ec0e05a58ebf5d6acd5c;183137
"2023-03-02 00:00:00";d608aedfd358a023074093a001059d25;183169
"2023-03-02 00:00:00";158244a46de9982f6efbdddceda9f8e5;183176
"2023-03-02 00:00:00";d56025c13681cad28c3d5ef792e313b8;183179
"2023-03-02 00:00:00";d0d5c2f1eb0f4dc36ebb83219c3d8436;183180
"2023-03-02 00:00:00";f1d7a3619e81581fea664f028c081163;183187
"2023-03-02 00:00:00";2826b549926d526c0e4ef682be038b66;183194
"2023-03-02 00:00:00";7ff50e9caccb9f0727e25e47d25f54c0;183205
"2023-03-02 00:00:00";29d4da710bd207a63f7dc21620331833;183225
"2023-03-02 00:00:00";52d32c84ec3c5d3792f43af8e893fb5a;183271
"2023-03-02 00:00:00";9b51aa9153557fc97d89b602c937d963;183273
"2023-03-02 00:00:00";f43aedc7e2e4f8613e659f9e923ae254;183288
"2023-03-02 00:00:00";5c317c482dc2c88d7d1b3ba761230b0c;183294
"2023-03-02 00:00:00";318d0f94674e0c1fcbdb13ead0e945ce;183323
"2023-03-02 00:00:00";b1f902a4316b90b21bf2eb2d14981332;183389
"2023-03-03 00:00:00";41c7c3bf2eae7083986a048cb28a4502;183424
"2023-03-03 00:00:00";77c4563968d9a62ccced0d04607f1d4e;183457
"2023-03-03 00:00:00";5cdce420b476a0ce51cd91c82ad7b1d7;183467
"2023-03-03 00:00:00";d6e66ce2118b5789b4b32a56116a2a95;183486
"2023-03-03 00:00:00";d9cac1e69563fcde1a9ea5164726891d;183487
"2023-03-03 00:00:00";a2d3dde154b0aa80d170452b996883e8;183490
"2023-03-03 00:00:00";18bc40b3a123133738f68488991717a6;183504
"2023-03-03 00:00:00";78f5365120ce72a580c4dba38afa7117;183511
"2023-03-03 00:00:00";84790fb22c7c8398adb35d00b243c17e;183524
"2023-03-03 00:00:00";a712fb856a99c3f1ec18d7869a2fc78e;183535
"2023-03-03 00:00:00";940ae0ad42816da59ad6e057fad86b66;183553
"2023-03-03 00:00:00";bcff3da27eb03b8ecb89ccd7bdf6110d;183564
"2023-03-03 00:00:00";bb6c54bc7476ff5811cdb3bbfc5965fd;183565
"2023-03-03 00:00:00";da6839cf3b317b7a12937ede4f3abea8;183578
"2023-03-03 00:00:00";6cc827d09b9e1d0598950f7ac28b67d1;183579
"2023-03-03 00:00:00";1aa9144d0669376ea835070d14e727b2;183595
"2023-03-03 00:00:00";56aad58a994b3722b02267d35ab0d1bc;183616
"2023-03-03 00:00:00";8f298b2f68bf72dd0b47e5347e9f6c4b;183627
"2023-03-03 00:00:00";9241a7c61438969c8d9374c7c9917bc7;183628
"2023-03-03 00:00:00";081d62724a235e931dd4b63a63a13bb6;183633
"2023-03-03 00:00:00";6e94c209916412ddfcc9d3b30303ab53;183638
"2023-03-03 00:00:00";8ec2058aba4ed3035b4981c7e687fcb8;183645
"2023-03-03 00:00:00";d783259b37e564692c794e1601fcf5ba;183646
"2023-03-03 00:00:00";80b2cb0de2c67c0a85e7830f61c1b2de;183660
"2023-03-03 00:00:00";1064d7839cb65646b1989dda9def9612;183699
"2023-03-04 00:00:00";3ee3e62145513f13bc82439e39c42b28;183705
"2023-03-04 00:00:00";d0cc77547da202f1f5a8e44083e5427a;183800
